frequency,wind_speed,distance,wind_direction,flow_resistivity,Nord2000 (delhom),Acventum (delhom),BE2 (Iso9613),Iso9613 (windPro),Nord2000 (windPro)
80,9,500,180,2000,0.4,7.68,2.847,2.91,1.64
100,9,500,180,2000,0.3,6.46,1.085,0.94,2.84
125,9,500,180,2000,0.3,5.96,0.94,0.94,3.44
160,9,500,180,2000,0.3,5.22,0.792,0.94,2.94
200,9,500,180,2000,0.2,4.33,-0.189,-0.35,2.34
250,9,500,180,2000,0.1,3.26,-0.329,-0.35,1.54
315,9,500,180,2000,0.1,2.04,-0.548,-0.35,1.34
400,9,500,180,2000,0,0.65,0.349,0.2,1.74
500,9,500,180,2000,-0.1,-0.73,0.173,0.2,1.54
630,9,500,180,2000,-0.2,-2.34,-0.059,0.2,1.84
800,9,500,180,2000,-0.3,-4.41,0.264,-0.09,2.24
1000,9,500,180,2000,-0.5,-7.01,-0.16,-0.09,2.04
1250,9,500,180,2000,-0.7,-10.82,-0.651,-0.09,1.54
1600,9,500,180,2000,-1.1,-17.31,-1.541,-2.89,0.64
2000,9,500,180,2000,-1.7,-26.5,-2.96,-2.89,-0.76
2500,9,500,180,2000,-2.6,-40.72,-5.031,-2.89,-3.06
3150,9,500,180,2000,-3.6,-63.78,-8.459,-13.77,-6.46
4000,9,500,180,2000,-5.4,-101.44,-13.83,-13.77,-11.76
5000,9,500,180,2000,-8.7,-156.43,-22.209,-13.77,-19.76
6300,9,500,180,2000,-13.5,-244.09,-35.039,-54.59,-31.66
8000,9,500,180,2000,-21.4,-383.86,-54.749,-54.59,-48.46
10000,9,500,180,2000,-33.6,-579.5,-84.268,-54.59,-70.76
50,3,1000,0,2000,-3.1,3.045,2.937,2.875,6.205
63,3,1000,0,2000,-3.4,3.005,2.903,2.875,4.205
80,3,1000,0,2000,-3,2.955,2.812,2.875,-0.895
100,3,1000,0,2000,-2.6,1.985,0.45,0.235,-5.995
125,3,1000,0,2000,-2.2,1.865,0.206,0.235,-4.995
160,3,1000,0,2000,-1.7,1.705,-0.043,0.235,2.805
200,3,1000,0,2000,-1.6,1.505,-0.623,-0.905,7.005
250,3,1000,0,2000,-1.1,1.265,-0.864,-0.905,5.205
315,3,1000,0,2000,-1.4,0.985,-1.283,-0.905,0.805
400,3,1000,0,2000,-2.1,0.675,-0.486,-0.905,3.305
500,3,1000,0,2000,-2.4,0.365,-0.862,-0.905,2.405
630,3,1000,0,2000,-2.6,0.005,-1.394,-0.905,1.105
800,3,1000,0,2000,-2.8,-0.465,-1.271,-2.055,-1.495
1000,3,1000,0,2000,-3.2,-1.045,-2.095,-2.055,-1.995
1250,3,1000,0,2000,-3.8,-1.905,-3.186,-2.055,-3.995
1600,3,1000,0,2000,-5.4,-3.355,-4.875,-7.515,-4.095
2000,3,1000,0,2000,-8.3,-5.425,-7.495,-7.515,-11.195
2500,3,1000,0,2000,-12.4,-8.615,-11.665,-7.515,-9.095
3150,3,1000,0,2000,-18.6,-13.795,-18.293,-28.585,-16.295
4000,3,1000,0,2000,-28.6,-22.255,-28.565,-28.585,-25.295
5000,3,1000,0,2000,-44.6,-34.605,-44.743,-28.585,-44.495
6300,3,1000,0,2000,-67.1,-54.295,-69.574,-107.645,-60.395
8000,3,1000,0,2000,-100.7,-85.675,-105.284,-107.645,-84.695
10000,3,1000,0,2000,-150,-129.615,-109.103,-107.645,-115.595
50,3,1000,90,2000,-3.1,3.005,2.937,2.875,6.405
63,3,1000,90,2000,-3.4,2.995,2.903,2.875,5.405
80,3,1000,90,2000,-3,2.985,2.812,2.875,2.805
100,3,1000,90,2000,-2.6,2.055,0.45,0.235,-1.095
125,3,1000,90,2000,-2.2,2.025,0.206,0.235,-7.395
160,3,1000,90,2000,-1.7,1.975,-0.043,0.235,-2.895
200,3,1000,90,2000,-1.6,1.915,-0.623,-0.905,4.405
250,3,1000,90,2000,-1.1,1.845,-0.864,-0.905,7.005
315,3,1000,90,2000,-1.4,1.765,-1.283,-0.905,5.005
400,3,1000,90,2000,-2.1,1.675,-0.486,-0.905,-6.495
500,3,1000,90,2000,-2.4,1.585,-0.862,-0.905,4.805
630,3,1000,90,2000,-2.6,1.475,-1.394,-0.905,0.705
800,3,1000,90,2000,-2.9,1.345,-1.271,-2.055,3.305
1000,3,1000,90,2000,-3.2,1.165,-2.095,-2.055,-0.495
1250,3,1000,90,2000,-3.8,0.915,-3.186,-2.055,-3.595
1600,3,1000,90,2000,-5.4,0.485,-4.875,-7.515,-1.695
2000,3,1000,90,2000,-8.3,-0.115,-7.495,-7.515,-5.495
2500,3,1000,90,2000,-12.4,-1.055,-11.665,-7.515,-8.295
3150,3,1000,90,2000,-18.6,-2.585,-18.293,-28.585,-22.295
4000,3,1000,90,2000,-28.6,-5.065,-28.565,-28.585,-31.495
5000,3,1000,90,2000,-44.6,-8.705,-44.743,-28.585,-39.695
6300,3,1000,90,2000,-67.1,-14.495,-69.574,-107.645,-58.795
8000,3,1000,90,2000,-100.7,-23.725,-105.284,-107.645,-85.195
10000,3,1000,90,2000,-150,-36.645,-109.103,-107.645,-116.495
50,3,1000,180,2000,-3.1,3.495,2.937,2.875,6.305
63,3,1000,180,2000,-3.5,3.385,2.903,2.875,5.705
80,3,1000,180,2000,-3.1,3.195,2.812,2.875,4.105
100,3,1000,180,2000,-2.7,2.055,0.45,0.235,1.605
125,3,1000,180,2000,-2.3,1.685,0.206,0.235,-3.095
160,3,1000,180,2000,-1.8,1.125,-0.043,0.235,-3.295
200,3,1000,180,2000,-1.7,0.455,-0.623,-0.905,1.105
250,3,1000,180,2000,-1.4,-0.345,-0.864,-0.905,-1.495
315,3,1000,180,2000,-1.1,-1.245,-1.283,-0.905,3.205
400,3,1000,180,2000,-2.1,-2.295,-0.486,-0.905,1.605
500,3,1000,180,2000,-2.4,-3.335,-0.862,-0.905,3.405
630,3,1000,180,2000,-2.7,-4.535,-1.394,-0.905,1.505
800,3,1000,180,2000,-3,-6.075,-1.271,-2.055,-0.195
1000,3,1000,180,2000,-3.4,-8.025,-2.095,-2.055,1.305
1250,3,1000,180,2000,-4.1,-10.885,-3.186,-2.055,-3.495
1600,3,1000,180,2000,-5.4,-15.735,-4.875,-7.515,-2.395
2000,3,1000,180,2000,-8.3,-22.615,-7.495,-7.515,-4.495
2500,3,1000,180,2000,-12.4,-33.265,-11.665,-7.515,-8.795
3150,3,1000,180,2000,-18.6,-50.525,-18.293,-28.585,-18.295
4000,3,1000,180,2000,-28.6,-78.725,-28.565,-28.585,-24.995
5000,3,1000,180,2000,-44.6,-119.885,-44.743,-28.585,-39.595
6300,3,1000,180,2000,-67.1,-185.515,-69.574,-107.645,-59.795
8000,3,1000,180,2000,-100.7,-290.145,-105.284,-107.645,-85.495
10000,3,1000,180,2000,-150.1,-436.605,-109.103,-107.645,-115.295
50,5,1000,0,2000,-4,3.045,2.937,2.875,5.705
63,5,1000,0,2000,-4.5,3.005,2.903,2.875,2.405
80,5,1000,0,2000,-4.2,2.955,2.812,2.875,-4.995
100,5,1000,0,2000,-3.9,1.985,0.45,0.235,-5.395
125,5,1000,0,2000,-3.8,1.865,0.206,0.235,-2.595
160,5,1000,0,2000,-3.9,1.705,-0.043,0.235,4.305
200,5,1000,0,2000,-4.2,1.505,-0.623,-0.905,5.905
250,5,1000,0,2000,-4.4,1.265,-0.864,-0.905,3.005
315,5,1000,0,2000,-4.7,0.985,-1.283,-0.905,0.805
400,5,1000,0,2000,-4.9,0.675,-0.486,-0.905,-2.995
500,5,1000,0,2000,-5.3,0.365,-0.862,-0.905,0.605
630,5,1000,0,2000,-5.6,0.005,-1.394,-0.905,4.405
800,5,1000,0,2000,-6,-0.465,-1.271,-2.055,4.005
1000,5,1000,0,2000,-6.6,-1.045,-2.095,-2.055,-0.695
1250,5,1000,0,2000,-7.6,-1.905,-3.186,-2.055,1.805
1600,5,1000,0,2000,-8.7,-3.355,-4.875,-7.515,-1.295
2000,5,1000,0,2000,-11.2,-5.425,-7.495,-7.515,-6.295
2500,5,1000,0,2000,-15,-8.615,-11.665,-7.515,-7.695
3150,5,1000,0,2000,-20.7,-13.795,-18.293,-28.585,-16.695
4000,5,1000,0,2000,-29.6,-22.255,-28.565,-28.585,-28.195
5000,5,1000,0,2000,-44.5,-34.605,-44.743,-28.585,-40.795
6300,5,1000,0,2000,-65.2,-54.295,-69.574,-107.645,-60.495
8000,5,1000,0,2000,-95.9,-85.675,-105.284,-107.645,-91.995
10000,5,1000,0,2000,-143.2,-129.615,-109.103,-107.645,-120.895
50,5,1000,90,2000,-4,3.005,2.937,2.875,6.405
63,5,1000,90,2000,-4.5,2.995,2.903,2.875,5.405
80,5,1000,90,2000,-4.2,2.985,2.812,2.875,2.905
100,5,1000,90,2000,-3.9,2.065,0.45,0.235,-1.095
125,5,1000,90,2000,-3.8,2.035,0.206,0.235,-7.395
160,5,1000,90,2000,-3.9,1.985,-0.043,0.235,-2.995
200,5,1000,90,2000,-4.2,1.925,-0.623,-0.905,4.405
250,5,1000,90,2000,-4.5,1.865,-0.864,-0.905,7.005
315,5,1000,90,2000,-4.7,1.785,-1.283,-0.905,5.005
400,5,1000,90,2000,-4.9,1.705,-0.486,-0.905,-6.295
500,5,1000,90,2000,-5.3,1.615,-0.862,-0.905,4.705
630,5,1000,90,2000,-5.6,1.515,-1.394,-0.905,0.905
800,5,1000,90,2000,-6,1.385,-1.271,-2.055,3.305
1000,5,1000,90,2000,-6.7,1.225,-2.095,-2.055,-0.795
1250,5,1000,90,2000,-7.7,0.985,-3.186,-2.055,-4.195
1600,5,1000,90,2000,-8.7,0.575,-4.875,-7.515,-1.895
2000,5,1000,90,2000,-11.3,0.005,-7.495,-7.515,-5.195
2500,5,1000,90,2000,-15.1,-0.885,-11.665,-7.515,-8.095
3150,5,1000,90,2000,-20.8,-2.315,-18.293,-28.585,-21.595
4000,5,1000,90,2000,-29.7,-4.665,-28.565,-28.585,-29.995
5000,5,1000,90,2000,-44.5,-8.095,-44.743,-28.585,-39.095
6300,5,1000,90,2000,-65.3,-13.565,-69.574,-107.645,-59.195
8000,5,1000,90,2000,-96,-22.285,-105.284,-107.645,-86.195
10000,5,1000,90,2000,-143.4,-34.495,-109.103,-107.645,-114.795
50,5,1000,180,2000,-4,7.695,2.937,2.875,6.105
63,5,1000,180,2000,-4.6,7.485,2.903,2.875,5.705
80,5,1000,180,2000,-4.3,7.125,2.812,2.875,4.405
100,5,1000,180,2000,-4,5.765,0.45,0.235,2.305
125,5,1000,180,2000,-3.9,5.035,0.206,0.235,-1.695
160,5,1000,180,2000,-4,3.955,-0.043,0.235,-0.695
200,5,1000,180,2000,-4.3,2.665,-0.623,-0.905,2.205
250,5,1000,180,2000,-4.6,1.115,-0.864,-0.905,4.705
315,5,1000,180,2000,-4.9,-0.645,-1.283,-0.905,3.605
400,5,1000,180,2000,-5.1,-2.655,-0.486,-0.905,-0.295
500,5,1000,180,2000,-5.5,-4.665,-0.862,-0.905,-1.995
630,5,1000,180,2000,-5.9,-6.995,-1.394,-0.905,0.005
800,5,1000,180,2000,-6.3,-9.985,-1.271,-2.055,1.105
1000,5,1000,180,2000,-7,-13.755,-2.095,-2.055,0.705
1250,5,1000,180,2000,-8.1,-19.285,-3.186,-2.055,-0.895
1600,5,1000,180,2000,-9.2,-28.675,-4.875,-7.515,-5.695
2000,5,1000,180,2000,-11.9,-42.005,-7.495,-7.515,-5.595
2500,5,1000,180,2000,-15.7,-62.605,-11.665,-7.515,-10.895
3150,5,1000,180,2000,-21.5,-96.015,-18.293,-28.585,-16.495
4000,5,1000,180,2000,-30.5,-150.585,-28.565,-28.585,-26.395
5000,5,1000,180,2000,-45.3,-230.265,-44.743,-28.585,-40.695
6300,5,1000,180,2000,-66.1,-357.285,-69.574,-107.645,-60.895
8000,5,1000,180,2000,-97,-559.795,-105.284,-107.645,-86.695
10000,5,1000,180,2000,-144.3,-843.265,-109.103,-107.645,-115.795
50,7,1000,0,2000,-4.2,3.045,2.937,2.875,4.705
63,7,1000,0,2000,-4.8,3.005,2.903,2.875,-1.395
80,7,1000,0,2000,-4.5,2.955,2.812,2.875,-1.795
100,7,1000,0,2000,-4.3,1.985,0.45,0.235,-4.495
125,7,1000,0,2000,-4.3,1.865,0.206,0.235,-0.795
160,7,1000,0,2000,-4.5,1.705,-0.043,0.235,4.505
200,7,1000,0,2000,-4.8,1.505,-0.623,-0.905,-3.795
250,7,1000,0,2000,-5.2,1.265,-0.864,-0.905,5.505
315,7,1000,0,2000,-5.5,0.985,-1.283,-0.905,0.805
400,7,1000,0,2000,-5.9,0.675,-0.486,-0.905,5.105
500,7,1000,0,2000,-6.3,0.365,-0.862,-0.905,2.405
630,7,1000,0,2000,-6.8,0.005,-1.394,-0.905,0.005
800,7,1000,0,2000,-7.3,-0.465,-1.271,-2.055,3.405
1000,7,1000,0,2000,-8.2,-1.045,-2.095,-2.055,-5.395
1250,7,1000,0,2000,-9.3,-1.905,-3.186,-2.055,-3.495
1600,7,1000,0,2000,-10.7,-3.355,-4.875,-7.515,-4.795
2000,7,1000,0,2000,-13.4,-5.425,-7.495,-7.515,-7.795
2500,7,1000,0,2000,-17.3,-8.615,-11.665,-7.515,-11.295
3150,7,1000,0,2000,-23,-13.795,-18.293,-28.585,-21.195
4000,7,1000,0,2000,-31.9,-22.255,-28.565,-28.585,-27.395
5000,7,1000,0,2000,-46.5,-34.605,-44.743,-28.585,-44.195
6300,7,1000,0,2000,-66.9,-54.295,-69.574,-107.645,-62.095
8000,7,1000,0,2000,-97.1,-85.675,-105.284,-107.645,-84.195
10000,7,1000,0,2000,-143.8,-129.615,-109.103,-107.645,-115.295
50,7,1000,90,2000,-4.2,3.015,2.937,2.875,6.405
63,7,1000,90,2000,-4.8,3.005,2.903,2.875,5.405
80,7,1000,90,2000,-4.5,2.995,2.812,2.875,2.905
100,7,1000,90,2000,-4.3,2.075,0.45,0.235,-1.095
125,7,1000,90,2000,-4.3,2.045,0.206,0.235,-7.295
160,7,1000,90,2000,-4.5,2.015,-0.043,0.235,-2.995
200,7,1000,90,2000,-4.9,1.965,-0.623,-0.905,4.305
250,7,1000,90,2000,-5.2,1.915,-0.864,-0.905,7.005
315,7,1000,90,2000,-5.6,1.845,-1.283,-0.905,5.005
400,7,1000,90,2000,-5.9,1.775,-0.486,-0.905,-6.195
500,7,1000,90,2000,-6.4,1.705,-0.862,-0.905,4.705
630,7,1000,90,2000,-6.8,1.625,-1.394,-0.905,1.005
800,7,1000,90,2000,-7.4,1.515,-1.271,-2.055,3.205
1000,7,1000,90,2000,-8.2,1.385,-2.095,-2.055,-1.095
1250,7,1000,90,2000,-9.4,1.195,-3.186,-2.055,-4.895
1600,7,1000,90,2000,-10.8,0.865,-4.875,-7.515,-2.195
2000,7,1000,90,2000,-13.5,0.395,-7.495,-7.515,-4.895
2500,7,1000,90,2000,-17.3,-0.335,-11.665,-7.515,-7.995
3150,7,1000,90,2000,-23.1,-1.515,-18.293,-28.585,-20.095
4000,7,1000,90,2000,-32,-3.435,-28.565,-28.585,-28.295
5000,7,1000,90,2000,-46.6,-6.245,-44.743,-28.585,-38.795
6300,7,1000,90,2000,-67,-10.715,-69.574,-107.645,-59.995
8000,7,1000,90,2000,-97.1,-17.845,-105.284,-107.645,-87.795
10000,7,1000,90,2000,-143.8,-27.835,-109.103,-107.645,-113.995
50,7,1000,180,2000,-4.3,7.572,2.773,2.872,5.542
63,7,1000,180,2000,-4.9,7.332,2.739,2.872,5.242
80,7,1000,180,2000,-4.7,6.922,2.648,2.872,4.942
100,7,1000,180,2000,-4.4,5.482,0.287,0.242,4.442
125,7,1000,180,2000,-4.4,4.652,0.142,0.242,3.742
160,7,1000,180,2000,-4.6,3.412,-0.107,0.242,2.742
200,7,1000,180,2000,-5,1.932,-0.787,-0.888,2.242
250,7,1000,180,2000,-5.4,0.152,-1.027,-0.888,1.042
315,7,1000,180,2000,-5.8,-1.868,-1.347,-0.888,-0.058
400,7,1000,180,2000,-6.1,-4.178,-0.65,-0.888,-0.658
500,7,1000,180,2000,-6.6,-6.488,-1.026,-0.888,-0.658
630,7,1000,180,2000,-7.1,-9.158,-1.558,-0.888,-0.458
800,7,1000,180,2000,-7.7,-12.598,-1.435,-2.028,-0.558
1000,7,1000,180,2000,-8.6,-16.928,-2.258,-2.028,-1.358
1250,7,1000,180,2000,-9.8,-23.268,-3.35,-2.028,-2.558
1600,7,1000,180,2000,-11.2,-34.058,-5.039,-7.448,-4.358
2000,7,1000,180,2000,-14,-49.358,-7.759,-7.448,-7.158
2500,7,1000,180,2000,-17.9,-73.008,-11.929,-7.448,-11.358
3150,7,1000,180,2000,-23.7,-111.368,-18.557,-28.358,-17.858
4000,7,1000,180,2000,-32.7,-174.038,-28.929,-28.358,-27.658
5000,7,1000,180,2000,-47.3,-265.518,-45.207,-28.358,-41.958
6300,7,1000,180,2000,-67.8,-411.368,-70.237,-106.838,-61.958
8000,7,1000,180,2000,-97.9,-643.898,-105.848,-106.838,-87.858
10000,7,1000,180,2000,-144.5,-969.378,-109.167,-106.838,-116.758
50,9,1000,0,2000,-4.5,3.045,2.937,2.875,2.605
63,9,1000,0,2000,-5.2,3.005,2.903,2.875,-3.795
80,9,1000,0,2000,-4.9,2.955,2.812,2.875,-1.895
100,9,1000,0,2000,-4.6,1.985,0.45,0.235,-1.795
125,9,1000,0,2000,-4.8,1.865,0.206,0.235,0.405
160,9,1000,0,2000,-5.1,1.705,-0.043,0.235,2.705
200,9,1000,0,2000,-5.5,1.505,-0.623,-0.905,5.805
250,9,1000,0,2000,-5.9,1.265,-0.864,-0.905,1.505
315,9,1000,0,2000,-6.3,0.985,-1.283,-0.905,3.105
400,9,1000,0,2000,-6.7,0.675,-0.486,-0.905,-0.795
500,9,1000,0,2000,-7.3,0.365,-0.862,-0.905,4.405
630,9,1000,0,2000,-7.9,0.005,-1.394,-0.905,-2.595
800,9,1000,0,2000,-8.5,-0.465,-1.271,-2.055,-2.495
1000,9,1000,0,2000,-9.5,-1.045,-2.095,-2.055,-6.595
1250,9,1000,0,2000,-10.7,-1.905,-3.186,-2.055,-0.495
1600,9,1000,0,2000,-12.2,-3.355,-4.875,-7.515,-8.495
2000,9,1000,0,2000,-15,-5.425,-7.495,-7.515,-8.995
2500,9,1000,0,2000,-18.9,-8.615,-11.665,-7.515,-15.095
3150,9,1000,0,2000,-24.6,-13.795,-18.293,-28.585,-13.995
4000,9,1000,0,2000,-33.4,-22.255,-28.565,-28.585,-24.195
5000,9,1000,0,2000,-47.7,-34.605,-44.743,-28.585,-41.695
6300,9,1000,0,2000,-67.3,-54.295,-69.574,-107.645,-60.495
8000,9,1000,0,2000,-96.5,-85.675,-105.284,-107.645,-91.695
10000,9,1000,0,2000,-142.4,-129.615,-109.103,-107.645,-115.295
50,9,1000,90,2000,-4.5,3.015,2.937,2.875,6.405
63,9,1000,90,2000,-5.2,3.005,2.903,2.875,5.405
80,9,1000,90,2000,-4.9,2.995,2.812,2.875,2.905
100,9,1000,90,2000,-4.7,2.085,0.45,0.235,-0.995
125,9,1000,90,2000,-4.8,2.055,0.206,0.235,-7.295
160,9,1000,90,2000,-5.1,2.025,-0.043,0.235,-3.095
200,9,1000,90,2000,-5.5,1.985,-0.623,-0.905,4.305
250,9,1000,90,2000,-5.9,1.935,-0.864,-0.905,7.005
315,9,1000,90,2000,-6.3,1.885,-1.283,-0.905,5.005
400,9,1000,90,2000,-6.8,1.815,-0.486,-0.905,-5.995
500,9,1000,90,2000,-7.3,1.755,-0.862,-0.905,4.605
630,9,1000,90,2000,-7.9,1.685,-1.394,-0.905,1.105
800,9,1000,90,2000,-8.5,1.595,-1.271,-2.055,3.205
1000,9,1000,90,2000,-9.5,1.475,-2.095,-2.055,-1.495
1250,9,1000,90,2000,-10.7,1.305,-3.186,-2.055,-5.795
1600,9,1000,90,2000,-12.3,1.015,-4.875,-7.515,-2.495
2000,9,1000,90,2000,-15.1,0.595,-7.495,-7.515,-4.595
2500,9,1000,90,2000,-18.9,-0.035,-11.665,-7.515,-7.895
3150,9,1000,90,2000,-24.6,-1.075,-18.293,-28.585,-18.695
4000,9,1000,90,2000,-33.5,-2.765,-28.565,-28.585,-27.095
5000,9,1000,90,2000,-47.7,-5.235,-44.743,-28.585,-38.595
6300,9,1000,90,2000,-67.3,-9.175,-69.574,-107.645,-61.095
8000,9,1000,90,2000,-96.6,-15.455,-105.284,-107.645,-90.095
10000,9,1000,90,2000,-142.4,-24.235,-109.103,-107.645,-113.995
50,9,1000,180,2000,-4.6,12.545,2.937,2.875,5.405
63,9,1000,180,2000,-5.4,12.255,2.903,2.875,4.805
80,9,1000,180,2000,-5.1,11.755,2.812,2.875,4.905
100,9,1000,180,2000,-4.8,10.215,0.45,0.235,2.505
125,9,1000,180,2000,-5,9.225,0.206,0.235,-0.595
160,9,1000,180,2000,-5.3,7.725,-0.043,0.235,0.005
200,9,1000,180,2000,-5.7,5.945,-0.623,-0.905,2.805
250,9,1000,180,2000,-6.1,3.815,-0.864,-0.905,3.705
315,9,1000,180,2000,-6.6,1.395,-1.283,-0.905,3.405
400,9,1000,180,2000,-7,-1.375,-0.486,-0.905,-0.195
500,9,1000,180,2000,-7.6,-4.155,-0.862,-0.905,2.005
630,9,1000,180,2000,-8.2,-7.355,-1.394,-0.905,1.005
800,9,1000,180,2000,-8.9,-11.485,-1.271,-2.055,1.105
1000,9,1000,180,2000,-9.9,-16.675,-2.095,-2.055,-1.495
1250,9,1000,180,2000,-11.2,-24.285,-3.186,-2.055,-2.095
1600,9,1000,180,2000,-12.8,-37.235,-4.875,-7.515,-3.395
2000,9,1000,180,2000,-15.6,-55.585,-7.495,-7.515,-6.395
2500,9,1000,180,2000,-19.5,-83.975,-11.665,-7.515,-11.295
3150,9,1000,180,2000,-25.2,-130.005,-18.293,-28.585,-17.995
4000,9,1000,180,2000,-33.9,-205.195,-28.565,-28.585,-26.895
5000,9,1000,180,2000,-47.9,-314.965,-44.743,-28.585,-41.695
6300,9,1000,180,2000,-67.7,-489.975,-69.574,-107.645,-61.495
8000,9,1000,180,2000,-96.9,-768.985,-105.284,-107.645,-87.095
10000,9,1000,180,2000,-142.7,-1159.555,-109.103,-107.645,-115.795
50,3,1500,0,2000,-12,5.382,-4.827,2.822,6.442
63,3,1500,0,2000,-12.3,4.742,-4.861,2.822,6.642
80,3,1500,0,2000,-13,3.982,-4.952,2.822,6.742
100,3,1500,0,2000,-13.5,2.322,-5.113,-0.028,6.842
125,3,1500,0,2000,-14.1,1.502,-5.258,-0.028,6.642
160,3,1500,0,2000,-14.6,0.532,-5.607,-0.028,5.942
200,3,1500,0,2000,-13.8,-0.348,-5.987,-1.468,5.042
250,3,1500,0,2000,-12.6,-1.188,-6.327,-1.468,3.342
315,3,1500,0,2000,-11.5,-1.998,-6.847,-1.468,0.942
400,3,1500,0,2000,-10.4,-2.788,-7.35,-2.028,0.642
500,3,1500,0,2000,-9.8,-3.518,-7.826,-2.028,1.242
630,3,1500,0,2000,-9.1,-4.308,-8.358,-2.028,1.342
800,3,1500,0,2000,-8.5,-5.258,-9.035,-4.038,0.442
1000,3,1500,0,2000,-8.7,-6.378,-10.058,-4.038,-0.758
1250,3,1500,0,2000,-10.6,-7.908,-11.45,-4.038,-2.558
1600,3,1500,0,2000,-14.9,-10.348,-13.639,-12.158,-5.258
2000,3,1500,0,2000,-20.9,-13.698,-17.159,-12.158,-9.258
2500,3,1500,0,2000,-29.5,-18.718,-22.729,-12.158,-15.458
3150,3,1500,0,2000,-42.9,-26.718,-31.557,-43.418,-24.758
4000,3,1500,0,2000,-64.6,-39.658,-45.529,-43.418,-38.458
5000,3,1500,0,2000,-99.6,-58.418,-69.407,-43.418,-57.858
6300,3,1500,0,2000,-148.9,-88.208,-102.937,-160.698,-83.558
8000,3,1500,0,2000,-223.5,-135.568,-105.648,-160.698,-113.258
10000,3,1500,0,2000,-333.1,-201.748,-105.667,-160.698,-138.058
50,3,1500,90,2000,-12,2.87,2.272,2.82,5.44
63,3,1500,90,2000,-12.3,2.86,2.138,2.82,5.24
80,3,1500,90,2000,-12.9,2.83,2.047,2.82,4.94
100,3,1500,90,2000,-13.5,1.9,-0.415,-0.04,4.54
125,3,1500,90,2000,-14.1,1.85,-0.659,-0.04,3.94
160,3,1500,90,2000,-14.6,1.78,-1.008,-0.04,3.04
200,3,1500,90,2000,-13.8,1.69,-1.688,-1.48,2.14
250,3,1500,90,2000,-12.6,1.58,-2.129,-1.48,1.04
315,3,1500,90,2000,-11.5,1.46,-2.648,-1.48,-0.16
400,3,1500,90,2000,-10.4,1.33,-2.051,-2.04,-1.06
500,3,1500,90,2000,-9.8,1.19,-2.727,-2.04,-1.36
630,3,1500,90,2000,-9.1,1.03,-3.359,-2.04,-1.26
800,3,1500,90,2000,-8.5,0.82,-3.636,-4.05,-2.16
1000,3,1500,90,2000,-8.7,0.57,-4.76,-4.05,-3.36
1250,3,1500,90,2000,-10.6,0.19,-6.451,-4.05,-5.06
1600,3,1500,90,2000,-14.9,-0.45,-8.94,-12.18,-7.76
2000,3,1500,90,2000,-20.9,-1.36,-13.06,-12.18,-11.76
2500,3,1500,90,2000,-29.5,-2.77,-19.331,-12.18,-17.96
3150,3,1500,90,2000,-42.9,-5.06,-29.259,-43.46,-27.26
4000,3,1500,90,2000,-64.6,-8.79,-44.73,-43.46,-40.96
5000,3,1500,90,2000,-99.6,-14.23,-69.108,-43.46,-60.56
6300,3,1500,90,2000,-148.9,-22.92,-103.139,-160.85,-86.26
8000,3,1500,90,2000,-223.5,-36.76,-105.649,-160.85,-115.76
10000,3,1500,90,2000,-333.1,-56.14,-105.668,-160.85,-140.06
50,3,1500,180,2000,-11.8,6.062,-8.027,2.822,3.742
63,3,1500,180,2000,-12.1,5.302,-8.061,2.822,4.442
80,3,1500,180,2000,-12.8,4.352,-8.152,2.822,4.642
100,3,1500,180,2000,-13.4,2.442,-8.313,-0.028,3.842
125,3,1500,180,2000,-13.9,1.222,-8.458,-0.028,4.542
160,3,1500,180,2000,-14.4,-0.328,-8.807,-0.028,5.242
200,3,1500,180,2000,-13.7,-1.908,-9.187,-1.468,5.442
250,3,1500,180,2000,-12.6,-3.598,-9.527,-1.468,5.342
315,3,1500,180,2000,-11.5,-5.358,-10.047,-1.468,4.442
400,3,1500,180,2000,-10.5,-7.228,-10.45,-2.028,2.742
500,3,1500,180,2000,-9.8,-9.048,-11.026,-2.028,0.942
630,3,1500,180,2000,-9.2,-11.098,-11.558,-2.028,-0.458
800,3,1500,180,2000,-8.6,-13.678,-12.235,-4.038,-1.758
1000,3,1500,180,2000,-8.8,-16.838,-13.258,-4.038,-3.358
1250,3,1500,180,2000,-10.4,-21.358,-14.65,-4.038,-5.458
1600,3,1500,180,2000,-14.8,-28.898,-16.839,-12.158,-8.558
2000,3,1500,180,2000,-20.9,-39.458,-20.359,-12.158,-13.058
2500,3,1500,180,2000,-29.4,-55.648,-25.929,-12.158,-19.658
3150,3,1500,180,2000,-42.9,-81.748,-34.757,-43.418,-29.258
4000,3,1500,180,2000,-64.6,-124.258,-48.629,-43.418,-43.358
5000,3,1500,180,2000,-99.5,-186.188,-72.607,-43.418,-63.158
6300,3,1500,180,2000,-148.9,-284.798,-104.137,-160.698,-89.058
8000,3,1500,180,2000,-223.5,-441.888,-105.648,-160.698,-118.958
10000,3,1500,180,2000,-333.1,-661.658,-105.667,-160.698,-144.058
50,5,1500,0,2000,-8.3,5.382,-4.827,2.822,7.042
63,5,1500,0,2000,-8.8,4.742,-4.861,2.822,7.242
80,5,1500,0,2000,-8.3,3.982,-4.952,2.822,7.242
100,5,1500,0,2000,-8.7,2.322,-5.113,-0.028,6.942
125,5,1500,0,2000,-9.2,1.502,-5.258,-0.028,6.642
