frequency,wind_speed,distance,wind_direction,flow_resistivity,Nord2000 (delhom),Acventum (delhom),BE2 (Iso9613),Iso9613 (windPro),Nord2000 (windPro),geometric_div
250,5,1000,180,2000,-0.5,1.115,-0.864,-0.905,4.705,-71.03369117
315,5,1000,180,2000,-0.7,-0.645,-1.283,-0.905,3.605,-71.03369117
400,5,1000,180,2000,-5.6,-2.655,-0.486,-0.905,-0.295,-71.03369117
500,5,1000,180,2000,-2.8,-4.665,-0.862,-0.905,-1.995,-71.03369117
630,5,1000,180,2000,-7.9,-6.995,-1.394,-0.905,0.005,-71.03369117
800,5,1000,180,2000,-11.6,-9.985,-1.271,-2.055,1.105,-71.03369117
1000,5,1000,180,2000,-14.1,-13.755,-2.095,-2.055,0.705,-71.03369117
1250,5,1000,180,2000,-16.6,-19.285,-3.186,-2.055,-0.895,-71.03369117
1600,5,1000,180,2000,-19.6,-28.675,-4.875,-7.515,-5.695,-71.03369117
2000,5,1000,180,2000,-23.2,-42.005,-7.495,-7.515,-5.595,-71.03369117
2500,5,1000,180,2000,-27.3,-62.605,-11.665,-7.515,-10.895,-71.03369117
3150,5,1000,180,2000,-33.5,-96.015,-18.293,-28.585,-16.495,-71.03369117
4000,5,1000,180,2000,-43,-150.585,-28.565,-28.585,-26.395,-71.03369117
5000,5,1000,180,2000,-57.7,-230.265,-44.743,-28.585,-40.695,-71.03369117
6300,5,1000,180,2000,-78.6,-357.285,-69.574,-107.645,-60.895,-71.03369117
8000,5,1000,180,2000,-110.6,-559.795,-105.284,-107.645,-86.695,-71.03369117
10000,5,1000,180,2000,-158.6,-843.265,-109.103,-107.645,-115.795,-71.03369117
50,7,1000,0,2000,0.3,3.045,2.937,2.875,4.705,-71.03369117
63,7,1000,0,2000,0.3,3.005,2.903,2.875,-1.395,-71.03369117
80,7,1000,0,2000,0.2,2.955,2.812,2.875,-1.795,-71.03369117
100,7,1000,0,2000,0.2,1.985,0.45,0.235,-4.495,-71.03369117
125,7,1000,0,2000,0.1,1.865,0.206,0.235,-0.795,-71.03369117
160,7,1000,0,2000,-0.1,1.705,-0.043,0.235,4.505,-71.03369117
200,7,1000,0,2000,-0.3,1.505,-0.623,-0.905,-3.795,-71.03369117
250,7,1000,0,2000,-0.5,1.265,-0.864,-0.905,5.505,-71.03369117
315,7,1000,0,2000,-0.7,0.985,-1.283,-0.905,0.805,-71.03369117
400,7,1000,0,2000,-7.9,0.675,-0.486,-0.905,5.105,-71.03369117
500,7,1000,0,2000,-2.1,0.365,-0.862,-0.905,2.405,-71.03369117
630,7,1000,0,2000,-6.2,0.005,-1.394,-0.905,0.005,-71.03369117
800,7,1000,0,2000,-10.4,-0.465,-1.271,-2.055,3.405,-71.03369117
1000,7,1000,0,2000,-13.2,-1.045,-2.095,-2.055,-5.395,-71.03369117
1250,7,1000,0,2000,-15.7,-1.905,-3.186,-2.055,-3.495,-71.03369117
1600,7,1000,0,2000,-18.8,-3.355,-4.875,-7.515,-4.795,-71.03369117
2000,7,1000,0,2000,-22.3,-5.425,-7.495,-7.515,-7.795,-71.03369117
2500,7,1000,0,2000,-26.4,-8.615,-11.665,-7.515,-11.295,-71.03369117
3150,7,1000,0,2000,-32.4,-13.795,-18.293,-28.585,-21.195,-71.03369117
4000,7,1000,0,2000,-41.7,-22.255,-28.565,-28.585,-27.395,-71.03369117
5000,7,1000,0,2000,-56,-34.605,-44.743,-28.585,-44.195,-71.03369117
6300,7,1000,0,2000,-76.5,-54.295,-69.574,-107.645,-62.095,-71.03369117
8000,7,1000,0,2000,-107.9,-85.675,-105.284,-107.645,-84.195,-71.03369117
10000,7,1000,0,2000,-155.4,-129.615,-109.103,-107.645,-115.295,-71.03369117
50,7,1000,90,2000,0.3,3.015,2.937,2.875,6.405,-71.03369117
63,7,1000,90,2000,0.3,3.005,2.903,2.875,5.405,-71.03369117
80,7,1000,90,2000,0.2,2.995,2.812,2.875,2.905,-71.03369117
100,7,1000,90,2000,0.2,2.075,0.45,0.235,-1.095,-71.03369117
125,7,1000,90,2000,0.1,2.045,0.206,0.235,-7.295,-71.03369117
160,7,1000,90,2000,-0.1,2.015,-0.043,0.235,-2.995,-71.03369117
200,7,1000,90,2000,-0.3,1.965,-0.623,-0.905,4.305,-71.03369117
250,7,1000,90,2000,-0.5,1.915,-0.864,-0.905,7.005,-71.03369117
315,7,1000,90,2000,-0.7,1.845,-1.283,-0.905,5.005,-71.03369117
400,7,1000,90,2000,-6.1,1.775,-0.486,-0.905,-6.195,-71.03369117
500,7,1000,90,2000,-1.7,1.705,-0.862,-0.905,4.705,-71.03369117
630,7,1000,90,2000,-6.9,1.625,-1.394,-0.905,1.005,-71.03369117
800,7,1000,90,2000,-10.9,1.515,-1.271,-2.055,3.205,-71.03369117
1000,7,1000,90,2000,-13.6,1.385,-2.095,-2.055,-1.095,-71.03369117
1250,7,1000,90,2000,-16.1,1.195,-3.186,-2.055,-4.895,-71.03369117
1600,7,1000,90,2000,-19.1,0.865,-4.875,-7.515,-2.195,-71.03369117
2000,7,1000,90,2000,-22.6,0.395,-7.495,-7.515,-4.895,-71.03369117
2500,7,1000,90,2000,-26.7,-0.335,-11.665,-7.515,-7.995,-71.03369117
3150,7,1000,90,2000,-32.7,-1.515,-18.293,-28.585,-20.095,-71.03369117
4000,7,1000,90,2000,-42,-3.435,-28.565,-28.585,-28.295,-71.03369117
5000,7,1000,90,2000,-56.3,-6.245,-44.743,-28.585,-38.795,-71.03369117
6300,7,1000,90,2000,-76.8,-10.715,-69.574,-107.645,-59.995,-71.03369117
8000,7,1000,90,2000,-108.2,-17.845,-105.284,-107.645,-87.795,-71.03369117
10000,7,1000,90,2000,-155.7,-27.835,-109.103,-107.645,-113.995,-71.03369117
50,7,1000,180,2000,0.3,7.572,2.773,2.872,5.542,-71.03369117
63,7,1000,180,2000,0.3,7.332,2.739,2.872,5.242,-71.03369117
80,7,1000,180,2000,0.2,6.922,2.648,2.872,4.942,-71.03369117
100,7,1000,180,2000,0.2,5.482,0.287,0.242,4.442,-71.03369117
125,7,1000,180,2000,0.1,4.652,0.142,0.242,3.742,-71.03369117
160,7,1000,180,2000,-0.1,3.412,-0.107,0.242,2.742,-71.03369117
200,7,1000,180,2000,-0.3,1.932,-0.787,-0.888,2.242,-71.03369117
250,7,1000,180,2000,-0.5,0.152,-1.027,-0.888,1.042,-71.03369117
315,7,1000,180,2000,-0.7,-1.868,-1.347,-0.888,-0.058,-71.03369117
400,7,1000,180,2000,-6.1,-4.178,-0.65,-0.888,-0.658,-71.03369117
500,7,1000,180,2000,-1.8,-6.488,-1.026,-0.888,-0.658,-71.03369117
630,7,1000,180,2000,-7,-9.158,-1.558,-0.888,-0.458,-71.03369117
800,7,1000,180,2000,-11,-12.598,-1.435,-2.028,-0.558,-71.03369117
1000,7,1000,180,2000,-13.6,-16.928,-2.258,-2.028,-1.358,-71.03369117
1250,7,1000,180,2000,-16.1,-23.268,-3.35,-2.028,-2.558,-71.03369117
1600,7,1000,180,2000,-19.2,-34.058,-5.039,-7.448,-4.358,-71.03369117
2000,7,1000,180,2000,-22.7,-49.358,-7.759,-7.448,-7.158,-71.03369117
2500,7,1000,180,2000,-26.7,-73.008,-11.929,-7.448,-11.358,-71.03369117
3150,7,1000,180,2000,-32.7,-111.368,-18.557,-28.358,-17.858,-71.03369117
4000,7,1000,180,2000,-42,-174.038,-28.929,-28.358,-27.658,-71.03369117
5000,7,1000,180,2000,-56.4,-265.518,-45.207,-28.358,-41.958,-71.03369117
6300,7,1000,180,2000,-76.8,-411.368,-70.237,-106.838,-61.958,-71.03369117
8000,7,1000,180,2000,-108.2,-643.898,-105.848,-106.838,-87.858,-71.03369117
10000,7,1000,180,2000,-155.7,-969.378,-109.167,-106.838,-116.758,-71.03369117
50,9,1000,0,2000,0.3,3.045,2.937,2.875,2.605,-71.03369117
63,9,1000,0,2000,0.3,3.005,2.903,2.875,-3.795,-71.03369117
80,9,1000,0,2000,0.2,2.955,2.812,2.875,-1.895,-71.03369117
100,9,1000,0,2000,0.2,1.985,0.45,0.235,-1.795,-71.03369117
125,9,1000,0,2000,0.1,1.865,0.206,0.235,0.405,-71.03369117
160,9,1000,0,2000,-0.1,1.705,-0.043,0.235,2.705,-71.03369117
200,9,1000,0,2000,-0.3,1.505,-0.623,-0.905,5.805,-71.03369117
250,9,1000,0,2000,-0.5,1.265,-0.864,-0.905,1.505,-71.03369117
315,9,1000,0,2000,-0.7,0.985,-1.283,-0.905,3.105,-71.03369117
400,9,1000,0,2000,-6.8,0.675,-0.486,-0.905,-0.795,-71.03369117
500,9,1000,0,2000,-3.2,0.365,-0.862,-0.905,4.405,-71.03369117
630,9,1000,0,2000,-4.9,0.005,-1.394,-0.905,-2.595,-71.03369117
800,9,1000,0,2000,-9.4,-0.465,-1.271,-2.055,-2.495,-71.03369117
1000,9,1000,0,2000,-12.4,-1.045,-2.095,-2.055,-6.595,-71.03369117
1250,9,1000,0,2000,-15,-1.905,-3.186,-2.055,-0.495,-71.03369117
1600,9,1000,0,2000,-18.2,-3.355,-4.875,-7.515,-8.495,-71.03369117
2000,9,1000,0,2000,-21.7,-5.425,-7.495,-7.515,-8.995,-71.03369117
2500,9,1000,0,2000,-25.7,-8.615,-11.665,-7.515,-15.095,-71.03369117
3150,9,1000,0,2000,-31.6,-13.795,-18.293,-28.585,-13.995,-71.03369117
4000,9,1000,0,2000,-40.7,-22.255,-28.565,-28.585,-24.195,-71.03369117
5000,9,1000,0,2000,-54.7,-34.605,-44.743,-28.585,-41.695,-71.03369117
6300,9,1000,0,2000,-74.8,-54.295,-69.574,-107.645,-60.495,-71.03369117
8000,9,1000,0,2000,-105.7,-85.675,-105.284,-107.645,-91.695,-71.03369117
10000,9,1000,0,2000,-152.7,-129.615,-109.103,-107.645,-115.295,-71.03369117
50,9,1000,90,2000,0.3,3.015,2.937,2.875,6.405,-71.03369117
63,9,1000,90,2000,0.3,3.005,2.903,2.875,5.405,-71.03369117
80,9,1000,90,2000,0.2,2.995,2.812,2.875,2.905,-71.03369117
100,9,1000,90,2000,0.2,2.085,0.45,0.235,-0.995,-71.03369117
125,9,1000,90,2000,0.1,2.055,0.206,0.235,-7.295,-71.03369117
160,9,1000,90,2000,-0.1,2.025,-0.043,0.235,-3.095,-71.03369117
200,9,1000,90,2000,-0.3,1.985,-0.623,-0.905,4.305,-71.03369117
250,9,1000,90,2000,-0.5,1.935,-0.864,-0.905,7.005,-71.03369117
315,9,1000,90,2000,-0.7,1.885,-1.283,-0.905,5.005,-71.03369117
400,9,1000,90,2000,-6.9,1.815,-0.486,-0.905,-5.995,-71.03369117
500,9,1000,90,2000,-2.5,1.755,-0.862,-0.905,4.605,-71.03369117
630,9,1000,90,2000,-5.8,1.685,-1.394,-0.905,1.105,-71.03369117
800,9,1000,90,2000,-10.2,1.595,-1.271,-2.055,3.205,-71.03369117
1000,9,1000,90,2000,-13,1.475,-2.095,-2.055,-1.495,-71.03369117
1250,9,1000,90,2000,-15.5,1.305,-3.186,-2.055,-5.795,-71.03369117
1600,9,1000,90,2000,-18.7,1.015,-4.875,-7.515,-2.495,-71.03369117
2000,9,1000,90,2000,-22.1,0.595,-7.495,-7.515,-4.595,-71.03369117
2500,9,1000,90,2000,-26.1,-0.035,-11.665,-7.515,-7.895,-71.03369117
3150,9,1000,90,2000,-32,-1.075,-18.293,-28.585,-18.695,-71.03369117
4000,9,1000,90,2000,-41.1,-2.765,-28.565,-28.585,-27.095,-71.03369117
5000,9,1000,90,2000,-55.1,-5.235,-44.743,-28.585,-38.595,-71.03369117
6300,9,1000,90,2000,-75.2,-9.175,-69.574,-107.645,-61.095,-71.03369117
8000,9,1000,90,2000,-106.1,-15.455,-105.284,-107.645,-90.095,-71.03369117
10000,9,1000,90,2000,-153,-24.235,-109.103,-107.645,-113.995,-71.03369117
50,9,1000,180,2000,0.3,12.545,2.937,2.875,5.405,-71.03369117
63,9,1000,180,2000,0.3,12.255,2.903,2.875,4.805,-71.03369117
80,9,1000,180,2000,0.2,11.755,2.812,2.875,4.905,-71.03369117
100,9,1000,180,2000,0.2,10.215,0.45,0.235,2.505,-71.03369117
125,9,1000,180,2000,0.1,9.225,0.206,0.235,-0.595,-71.03369117
160,9,1000,180,2000,-0.1,7.725,-0.043,0.235,0.005,-71.03369117
200,9,1000,180,2000,-0.3,5.945,-0.623,-0.905,2.805,-71.03369117
250,9,1000,180,2000,-0.5,3.815,-0.864,-0.905,3.705,-71.03369117
315,9,1000,180,2000,-0.7,1.395,-1.283,-0.905,3.405,-71.03369117
400,9,1000,180,2000,-6.7,-1.375,-0.486,-0.905,-0.195,-71.03369117
500,9,1000,180,2000,-2.4,-4.155,-0.862,-0.905,2.005,-71.03369117
630,9,1000,180,2000,-5.9,-7.355,-1.394,-0.905,1.005,-71.03369117
800,9,1000,180,2000,-10.2,-11.485,-1.271,-2.055,1.105,-71.03369117
1000,9,1000,180,2000,-13,-16.675,-2.095,-2.055,-1.495,-71.03369117
1250,9,1000,180,2000,-15.6,-24.285,-3.186,-2.055,-2.095,-71.03369117
1600,9,1000,180,2000,-18.7,-37.235,-4.875,-7.515,-3.395,-71.03369117
2000,9,1000,180,2000,-22.2,-55.585,-7.495,-7.515,-6.395,-71.03369117
2500,9,1000,180,2000,-26.2,-83.975,-11.665,-7.515,-11.295,-71.03369117
3150,9,1000,180,2000,-32,-130.005,-18.293,-28.585,-17.995,-71.03369117
4000,9,1000,180,2000,-41.1,-205.195,-28.565,-28.585,-26.895,-71.03369117
5000,9,1000,180,2000,-55.1,-314.965,-44.743,-28.585,-41.695,-71.03369117
6300,9,1000,180,2000,-75.2,-489.975,-69.574,-107.645,-61.495,-71.03369117
8000,9,1000,180,2000,-106.1,-768.985,-105.284,-107.645,-87.095,-71.03369117
10000,9,1000,180,2000,-153.1,-1159.555,-109.103,-107.645,-115.795,-71.03369117
50,3,1500,0,2000,0.2,5.382,-4.827,2.822,6.442,-74.53243398
63,3,1500,0,2000,0.2,4.742,-4.861,2.822,6.642,-74.53243398
80,3,1500,0,2000,0,3.982,-4.952,2.822,6.742,-74.53243398
100,3,1500,0,2000,-0.1,2.322,-5.113,-0.028,6.842,-74.53243398
125,3,1500,0,2000,-0.3,1.502,-5.258,-0.028,6.642,-74.53243398
160,3,1500,0,2000,-0.6,0.532,-5.607,-0.028,5.942,-74.53243398
200,3,1500,0,2000,-1,-0.348,-5.987,-1.468,5.042,-74.53243398
250,3,1500,0,2000,-1.4,-1.188,-6.327,-1.468,3.342,-74.53243398
315,3,1500,0,2000,-5.9,-1.998,-6.847,-1.468,0.942,-74.53243398
400,3,1500,0,2000,-10.5,-2.788,-7.35,-2.028,0.642,-74.53243398
500,3,1500,0,2000,-16.5,-3.518,-7.826,-2.028,1.242,-74.53243398
630,3,1500,0,2000,-19.6,-4.308,-8.358,-2.028,1.342,-74.53243398
800,3,1500,0,2000,-22.3,-5.258,-9.035,-4.038,0.442,-74.53243398
1000,3,1500,0,2000,-25.1,-6.378,-10.058,-4.038,-0.758,-74.53243398
1250,3,1500,0,2000,-28.5,-7.908,-11.45,-4.038,-2.558,-74.53243398
1600,3,1500,0,2000,-33.3,-10.348,-13.639,-12.158,-5.258,-74.53243398
2000,3,1500,0,2000,-40.5,-13.698,-17.159,-12.158,-9.258,-74.53243398
2500,3,1500,0,2000,-50,-18.718,-22.729,-12.158,-15.458,-74.53243398
3150,3,1500,0,2000,-64.4,-26.718,-31.557,-43.418,-24.758,-74.53243398
4000,3,1500,0,2000,-87.1,-39.658,-45.529,-43.418,-38.458,-74.53243398
5000,3,1500,0,2000,-122.9,-58.418,-69.407,-43.418,-57.858,-74.53243398
6300,3,1500,0,2000,-173.1,-88.208,-102.937,-160.698,-83.558,-74.53243398
8000,3,1500,0,2000,-248.6,-135.568,-105.648,-160.698,-113.258,-74.53243398
10000,3,1500,0,2000,-358.9,-201.748,-105.667,-160.698,-138.058,-74.53243398
50,3,1500,90,2000,0.2,2.87,2.272,2.82,5.44,-74.53243398
63,3,1500,90,2000,0.2,2.86,2.138,2.82,5.24,-74.53243398
80,3,1500,90,2000,0,2.83,2.047,2.82,4.94,-74.53243398
100,3,1500,90,2000,-0.1,1.9,-0.415,-0.04,4.54,-74.53243398
125,3,1500,90,2000,-0.3,1.85,-0.659,-0.04,3.94,-74.53243398
160,3,1500,90,2000,-0.6,1.78,-1.008,-0.04,3.04,-74.53243398
200,3,1500,90,2000,-1,1.69,-1.688,-1.48,2.14,-74.53243398
250,3,1500,90,2000,-1.4,1.58,-2.129,-1.48,1.04,-74.53243398
315,3,1500,90,2000,-5.7,1.46,-2.648,-1.48,-0.16,-74.53243398
400,3,1500,90,2000,-10.9,1.33,-2.051,-2.04,-1.06,-74.53243398
500,3,1500,90,2000,-16.8,1.19,-2.727,-2.04,-1.36,-74.53243398
630,3,1500,90,2000,-19.7,1.03,-3.359,-2.04,-1.26,-74.53243398
800,3,1500,90,2000,-22.4,0.82,-3.636,-4.05,-2.16,-74.53243398
1000,3,1500,90,2000,-25.3,0.57,-4.76,-4.05,-3.36,-74.53243398
1250,3,1500,90,2000,-28.6,0.19,-6.451,-4.05,-5.06,-74.53243398
1600,3,1500,90,2000,-33.4,-0.45,-8.94,-12.18,-7.76,-74.53243398
2000,3,1500,90,2000,-40.6,-1.36,-13.06,-12.18,-11.76,-74.53243398
2500,3,1500,90,2000,-50.1,-2.77,-19.331,-12.18,-17.96,-74.53243398
3150,3,1500,90,2000,-64.5,-5.06,-29.259,-43.46,-27.26,-74.53243398
4000,3,1500,90,2000,-87.2,-8.79,-44.73,-43.46,-40.96,-74.53243398
5000,3,1500,90,2000,-123,-14.23,-69.108,-43.46,-60.56,-74.53243398
6300,3,1500,90,2000,-173.2,-22.92,-103.139,-160.85,-86.26,-74.53243398
8000,3,1500,90,2000,-248.6,-36.76,-105.649,-160.85,-115.76,-74.53243398
10000,3,1500,90,2000,-358.9,-56.14,-105.668,-160.85,-140.06,-74.53243398
50,3,1500,180,2000,0.2,6.062,-8.027,2.822,3.742,-74.53243398
63,3,1500,180,2000,0.2,5.302,-8.061,2.822,4.442,-74.53243398
80,3,1500,180,2000,0,4.352,-8.152,2.822,4.642,-74.53243398
100,3,1500,180,2000,-0.1,2.442,-8.313,-0.028,3.842,-74.53243398
125,3,1500,180,2000,-0.3,1.222,-8.458,-0.028,4.542,-74.53243398
160,3,1500,180,2000,-0.6,-0.328,-8.807,-0.028,5.242,-74.53243398
200,3,1500,180,2000,-1,-1.908,-9.187,-1.468,5.442,-74.53243398
250,3,1500,180,2000,-1.4,-3.598,-9.527,-1.468,5.342,-74.53243398
315,3,1500,180,2000,-5.7,-5.358,-10.047,-1.468,4.442,-74.53243398
400,3,1500,180,2000,-10.9,-7.228,-10.45,-2.028,2.742,-74.53243398
500,3,1500,180,2000,-16.8,-9.048,-11.026,-2.028,0.942,-74.53243398
630,3,1500,180,2000,-19.7,-11.098,-11.558,-2.028,-0.458,-74.53243398
800,3,1500,180,2000,-22.4,-13.678,-12.235,-4.038,-1.758,-74.53243398
1000,3,1500,180,2000,-25.3,-16.838,-13.258,-4.038,-3.358,-74.53243398
1250,3,1500,180,2000,-28.7,-21.358,-14.65,-4.038,-5.458,-74.53243398
1600,3,1500,180,2000,-33.4,-28.898,-16.839,-12.158,-8.558,-74.53243398
2000,3,1500,180,2000,-40.6,-39.458,-20.359,-12.158,-13.058,-74.53243398
2500,3,1500,180,2000,-50.1,-55.648,-25.929,-12.158,-19.658,-74.53243398
3150,3,1500,180,2000,-64.5,-81.748,-34.757,-43.418,-29.258,-74.53243398
4000,3,1500,180,2000,-87.2,-124.258,-48.629,-43.418,-43.358,-74.53243398
5000,3,1500,180,2000,-123,-186.188,-72.607,-43.418,-63.158,-74.53243398
6300,3,1500,180,2000,-173.2,-284.798,-104.137,-160.698,-89.058,-74.53243398
8000,3,1500,180,2000,-248.6,-441.888,-105.648,-160.698,-118.958,-74.53243398
10000,3,1500,180,2000,-359,-661.658,-105.667,-160.698,-144.058,-74.53243398
50,5,1500,0,2000,0.2,5.382,-4.827,2.822,7.042,-74.53243398
63,5,1500,0,2000,0.2,4.742,-4.861,2.822,7.242,-74.53243398
80,5,1500,0,2000,0.1,3.982,-4.952,2.822,7.242,-74.53243398
100,5,1500,0,2000,-0.1,2.322,-5.113,-0.028,6.942,-74.53243398
125,5,1500,0,2000,-0.3,1.502,-5.258,-0.028,6.642,-74.53243398
160,5,1500,0,2000,-0.6,0.532,-5.607,-0.028,5.942,-74.53243398
200,5,1500,0,2000,-1,-0.348,-5.987,-1.468,4.742,-74.53243398
250,5,1500,0,2000,-1.5,-1.188,-6.327,-1.468,1.442,-74.53243398
315,5,1500,0,2000,-6.6,-1.998,-6.847,-1.468,-0.258,-74.53243398
400,5,1500,0,2000,-9.7,-2.788,-7.35,-2.028,1.342,-74.53243398
500,5,1500,0,2000,-16,-3.518,-7.826,-2.028,2.342,-74.53243398
630,5,1500,0,2000,-18.9,-4.308,-8.358,-2.028,1.442,-74.53243398
800,5,1500,0,2000,-21.7,-5.258,-9.035,-4.038,0.442,-74.53243398
1000,5,1500,0,2000,-24.4,-6.378,-10.058,-4.038,-0.758,-74.53243398
1250,5,1500,0,2000,-27.6,-7.908,-11.45,-4.038,-2.558,-74.53243398
1600,5,1500,0,2000,-32,-10.348,-13.639,-12.158,-5.258,-74.53243398
2000,5,1500,0,2000,-38.5,-13.698,-17.159,-12.158,-9.258,-74.53243398
2500,5,1500,0,2000,-47,-18.718,-22.729,-12.158,-15.458,-74.53243398
3150,5,1500,0,2000,-59.9,-26.718,-31.557,-43.418,-24.758,-74.53243398
4000,5,1500,0,2000,-80.3,-39.658,-45.529,-43.418,-38.458,-74.53243398
5000,5,1500,0,2000,-112.6,-58.418,-69.407,-43.418,-57.858,-74.53243398
6300,5,1500,0,2000,-158.6,-88.208,-102.937,-160.698,-83.558,-74.53243398
8000,5,1500,0,2000,-229.4,-135.568,-105.648,-160.698,-113.258,-74.53243398
10000,5,1500,0,2000,-336.1,-201.748,-105.667,-160.698,-138.058,-74.53243398
50,5,1500,90,2000,0.2,5.332,-5.327,2.822,5.242,-74.53243398
63,5,1500,90,2000,0.2,4.722,-5.361,2.822,5.142,-74.53243398
80,5,1500,90,2000,0.1,4.032,-5.452,2.822,4.842,-74.53243398
100,5,1500,90,2000,-0.1,2.452,-5.513,-0.028,5.642,-74.53243398
125,5,1500,90,2000,-0.3,1.742,-5.758,-0.028,5.942,-74.53243398
160,5,1500,90,2000,-0.6,0.962,-6.107,-0.028,5.942,-74.53243398
200,5,1500,90,2000,-1,0.302,-6.387,-1.468,5.242,-74.53243398
250,5,1500,90,2000,-1.5,-0.288,-6.827,-1.468,4.342,-74.53243398
315,5,1500,90,2000,-6.3,-0.808,-7.247,-1.468,3.142,-74.53243398
400,5,1500,90,2000,-10.4,-1.258,-7.75,-2.028,1.942,-74.53243398
500,5,1500,90,2000,-16.3,-1.648,-8.326,-2.028,0.942,-74.53243398
630,5,1500,90,2000,-19.2,-2.048,-8.858,-2.028,0.442,-74.53243398
800,5,1500,90,2000,-21.9,-2.498,-9.535,-4.038,-0.358,-74.53243398
1000,5,1500,90,2000,-24.6,-2.978,-10.558,-4.038,-0.958,-74.53243398
1250,5,1500,90,2000,-27.8,-3.588,-11.95,-4.038,-2.558,-74.53243398
1600,5,1500,90,2000,-32.2,-4.448,-14.139,-12.158,-5.258,-74.53243398
2000,5,1500,90,2000,-38.7,-5.558,-17.659,-12.158,-9.258,-74.53243398
2500,5,1500,90,2000,-47.2,-7.128,-23.229,-12.158,-15.458,-74.53243398
3150,5,1500,90,2000,-60.1,-9.528,-32.057,-43.418,-24.758,-74.53243398
4000,5,1500,90,2000,-80.4,-13.318,-45.929,-43.418,-38.458,-74.53243398
5000,5,1500,90,2000,-112.8,-18.718,-69.907,-43.418,-57.858,-74.53243398
6300,5,1500,90,2000,-158.8,-27.198,-103.137,-160.698,-83.558,-74.53243398
8000,5,1500,90,2000,-229.5,-40.598,-105.648,-160.698,-113.258,-74.53243398
10000,5,1500,90,2000,-336.3,-59.238,-105.667,-160.698,-138.058,-74.53243398
50,5,1500,180,2000,0.2,12.362,-8.027,2.822,0.442,-74.53243398
63,5,1500,180,2000,0.2,11.452,-8.061,2.822,2.442,-74.53243398
80,5,1500,180,2000,0.1,10.232,-8.152,2.822,3.942,-74.53243398
100,5,1500,180,2000,-0.1,7.992,-8.313,-0.028,4.142,-74.53243398
125,5,1500,180,2000,-0.3,6.242,-8.458,-0.028,3.842,-74.53243398
160,5,1500,180,2000,-0.6,3.912,-8.807,-0.028,2.042,-74.53243398
200,5,1500,180,2000,-1,1.402,-9.187,-1.468,4.042,-74.53243398
250,5,1500,180,2000,-1.5,-1.408,-9.527,-1.468,3.042,-74.53243398
315,5,1500,180,2000,-6.2,-4.438,-10.047,-1.468,3.342,-74.53243398
400,5,1500,180,2000,-10.5,-7.778,-10.45,-2.028,2.342,-74.53243398
500,5,1500,180,2000,-16.3,-11.058,-11.026,-2.028,0.442,-74.53243398
630,5,1500,180,2000,-19.2,-14.788,-11.558,-2.028,-1.758,-74.53243398
800,5,1500,180,2000,-21.9,-19.538,-12.235,-4.038,-4.058,-74.53243398
1000,5,1500,180,2000,-24.6,-25.418,-13.258,-4.038,-6.558,-74.53243398
1250,5,1500,180,2000,-27.8,-33.948,-14.65,-4.038,-9.558,-74.53243398
1600,5,1500,180,2000,-32.2,-48.288,-16.839,-12.158,-13.258,-74.53243398
2000,5,1500,180,2000,-38.7,-68.498,-20.359,-12.158,-18.258,-74.53243398
2500,5,1500,180,2000,-47.2,-99.598,-25.929,-12.158,-25.158,-74.53243398
3150,5,1500,180,2000,-60.1,-149.888,-34.757,-43.418,-35.058,-74.53243398
4000,5,1500,180,2000,-80.4,-231.928,-48.629,-43.418,-49.358,-74.53243398
5000,5,1500,180,2000,-112.8,-351.548,-72.607,-43.418,-69.258,-74.53243398
6300,5,1500,180,2000,-158.8,-542.128,-104.137,-160.698,-95.258,-74.53243398
8000,5,1500,180,2000,-229.6,-845.858,-105.648,-160.698,-125.058,-74.53243398
10000,5,1500,180,2000,-336.3,-1270.898,-105.667,-160.698,-150.058,-74.53243398
50,7,1500,0,2000,0.2,5.382,-4.827,2.822,7.542,-74.53243398
63,7,1500,0,2000,0.2,4.742,-4.861,2.822,7.542,-74.53243398
80,7,1500,0,2000,0.1,3.982,-4.952,2.822,7.342,-74.53243398
100,7,1500,0,2000,-0.1,2.322,-5.113,-0.028,7.042,-74.53243398
125,7,1500,0,2000,-0.3,1.502,-5.258,-0.028,6.542,-74.53243398
160,7,1500,0,2000,-0.6,0.532,-5.607,-0.028,5.842,-74.53243398
200,7,1500,0,2000,-1,-0.348,-5.987,-1.468,4.042,-74.53243398
250,7,1500,0,2000,-1.5,-1.188,-6.327,-1.468,-0.958,-74.53243398
315,7,1500,0,2000,-6.9,-1.998,-6.847,-1.468,1.142,-74.53243398
400,7,1500,0,2000,-9,-2.788,-7.35,-2.028,3.142,-74.53243398
500,7,1500,0,2000,-15.6,-3.518,-7.826,-2.028,3.042,-74.53243398
630,7,1500,0,2000,-18.6,-4.308,-8.358,-2.028,1.342,-74.53243398
800,7,1500,0,2000,-21.4,-5.258,-9.035,-4.038,0.442,-74.53243398
1000,7,1500,0,2000,-24.1,-6.378,-10.058,-4.038,-0.758,-74.53243398
1250,7,1500,0,2000,-27.3,-7.908,-11.45,-4.038,-2.558,-74.53243398
1600,7,1500,0,2000,-31.6,-10.348,-13.639,-12.158,-5.258,-74.53243398
2000,7,1500,0,2000,-37.9,-13.698,-17.159,-12.158,-9.258,-74.53243398
2500,7,1500,0,2000,-46.2,-18.718,-22.729,-12.158,-15.458,-74.53243398
